company,name,year,price_no,kms_no,fuel_type
Toyota,Toyota Camry Hybrid,2019,4090000,20000,Petrol
Mercedes-Benz,Mercedes-Benz E-Class E240,2006,500000,110000,Petrol
Toyota,Toyota Fortuner 3.0,2011,850000,80000,Diesel
Maruti,Maruti Zen Estilo,2008,100000,110000,Petrol
Mercedes-Benz,Mercedes-Benz GLE 250d,2017,4400000,49000,Diesel
Tata,Tata Safari Storme,2013,320000,145000,Diesel
Maruti,Maruti Ertiga ZDI,2012,500000,40000,Diesel
Volkswagen,Volkswagen Vento IPL,2010,125000,100000,Petrol
Mercedes-Benz,Mercedes-Benz E-Class Expression,2020,5800000,17000,Diesel
Volkswagen,Volkswagen Polo Exquisite,2015,490000,100000,Diesel
Maruti,Maruti Wagon R,2011,190000,100000,Petrol
Toyota,Toyota Innova 2.5,2013,600000,120000,Diesel
BMW,BMW X3 xDrive,2021,6000000,19000,Diesel
Hyundai,Hyundai i20 Sportz,2017,650000,60000,Diesel
Nissan,Nissan Micra Active,2018,400000,25000,Petrol
Tata,Tata Indigo LX,2012,185000,100000,Diesel
Mercedes-Benz,Mercedes-Benz GLC Coupe,2021,7150000,24900,Diesel
Mahindra,Mahindra Scorpio 1.99,2015,1000000,70000,Diesel
Maruti,Maruti 800 AC,2014,200000,70000,Petrol
Mahindra,Mahindra Scorpio 2.6,2006,350000,100000,Diesel
Jaguar,Jaguar XF 2.0,2020,4700000,7500,Petrol
Mahindra,Mahindra Bolero B4,2020,580000,110000,Diesel
Hyundai,Hyundai Xcent 1.1,2015,310000,70000,Diesel
Renault,Renault Kiger RXZ,2021,750000,35000,Petrol
Toyota,Toyota Land Cruiser,2018,158000,56000,Diesel
Maruti,Maruti Swift Dzire,2017,535000,74200,Diesel
Toyota,Toyota Fortuner 4x2,2016,1500000,120000,Diesel
Toyota,Toyota Innova 2.5,2007,300000,169000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class C,2022,6200000,4000,Diesel
Volkswagen,Volkswagen Polo Diesel,2010,130000,90000,Diesel
Tata,Tata Tiago 1.05,2017,300000,120000,Diesel
Maruti,Maruti A-Star Lxi,2009,114999,70000,Petrol
Mercedes-Benz,Mercedes-Benz S-Class S,2014,4775000,13000,Diesel
Renault,Renault Lodgy 110PS,2015,450000,110000,Diesel
Mercedes-Benz,Mercedes-Benz GLS 400d,2020,117000,15000,Diesel
Hyundai,Hyundai EON D,2013,175000,30000,Petrol
Hyundai,Hyundai Verna 1.6,2015,700000,115000,Diesel
Maruti,Maruti Baleno Delta,2019,650000,15000,Petrol
BMW,BMW X5 xDrive,2020,8300000,25000,Diesel
Maruti,Maruti Ignis 1.2,2018,500000,80000,Petrol
Maruti,Maruti Alto 800,2019,300000,70000,Petrol
Audi,Audi Q7 45,2017,4600000,65000,Diesel
Hyundai,Hyundai i20 1.4,2009,200000,110000,Diesel
Mahindra,Mahindra Bolero SLX,2012,340000,100000,Diesel
Maruti,Maruti Baleno 1.2,2018,550000,60000,Petrol
Mercedes-Benz,Mercedes-Benz GLS 350d,2016,5950000,45000,Diesel
Volkswagen,Volkswagen Taigun 1.0,2022,1300000,5000,Petrol
Mahindra,Mahindra Bolero ZLX,2014,470000,60000,Diesel
BMW,BMW 5 Series,2019,4800000,29000,Diesel
Toyota,Toyota Innova 2.5,2012,425000,200000,Diesel
Maruti,Maruti Swift VDI,2015,350000,110000,Diesel
Tata,Tata Indigo LX,2015,240000,120000,Diesel
Mercedes-Benz,Mercedes-Benz GLE 250d,2019,5600000,45000,Diesel
Tata,Tata Indigo GLX,2009,114999,25000,Petrol
Ford,Ford Ecosport 1.5,2018,650000,70000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2021,4790000,11000,Petrol
Mercedes-Benz,Mercedes-Benz GLE 400d,2021,104000,12000,Diesel
Audi,Audi A6 35,2016,2490000,40000,Diesel
Maruti,Maruti Wagon R,2021,521000,7500,Petrol
Land,Land Rover Range,2019,192000,40000,Petrol
Mahindra,Mahindra Bolero Power,2018,600000,50000,Diesel
Volkswagen,Volkswagen Vento Diesel,2010,250000,80000,Diesel
Maruti,Maruti Celerio VXI,2017,346000,40000,Petrol
Volvo,Volvo XC60 B5,2022,6850000,7000,Petrol
Maruti,Maruti Swift VDI,2018,600000,40000,Diesel
Chevrolet,Chevrolet Cruze LTZ,2013,200000,70000,Diesel
BMW,BMW X1 sDrive,2019,3000000,25000,Diesel
Mahindra,Mahindra TUV 300,2016,490000,120000,Diesel
Honda,Honda Civic 1.8,2011,200000,100000,Petrol
Hyundai,Hyundai i10 Magna,2009,150000,50000,Petrol
Maserati,Maserati Ghibli Diesel,2016,6600000,12000,Diesel
Renault,Renault Triber RXZ,2019,550000,25000,Petrol
Maruti,Maruti Esteem Lxi,2007,120000,20000,Petrol
Honda,Honda Amaze E,2016,260000,80000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class C,2015,2150000,37000,Diesel
Maruti,Maruti Alto LXi,2012,161000,80000,Petrol
Maruti,Maruti Swift Ldi,2010,200000,120000,Diesel
Porsche,Porsche Cayenne Diesel,2016,5800000,50000,Diesel
Maruti,Maruti Swift VDI,2013,300000,80000,Diesel
Hyundai,Hyundai i20 1.2,2011,200000,120000,Petrol
Maruti,Maruti Omni MPI,2018,250000,10000,Petrol
Mercedes-Benz,Mercedes-Benz E-Class Exclusive,2021,6700000,8900,Petrol
Ford,Ford Aspire Titanium,2021,850000,15000,Diesel
Hyundai,Hyundai i20 Active,2015,450000,100000,Diesel
Mahindra,Mahindra XUV500 W6,2014,700000,70000,Diesel
Land,Land Rover Range,2020,113999,19500,Petrol
Maruti,Maruti Swift Dzire,2009,300000,85000,Petrol
Maruti,Maruti Swift VXI,2019,545000,43000,Petrol
Maruti,Maruti Alto LX,2010,100000,70000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2019,4250000,28000,Petrol
Mahindra,Mahindra Scorpio 2.6,2009,310000,90000,Diesel
Maruti,Maruti Swift VDI,2008,170000,128000,Diesel
Maruti,Maruti Vitara Brezza,2017,695000,80000,Diesel
Toyota,Toyota Land Cruiser,2019,169000,27000,Diesel
Maruti,Maruti Alto 800,2017,250000,50000,Petrol
Tata,Tata Tiago 1.2,2019,454000,40000,Petrol
Mahindra,Mahindra Scorpio 2.6,2006,110000,80000,Diesel
BMW,BMW X1 sDrive20i,2021,4000000,10000,Petrol
Tata,Tata Altroz XM,2021,700000,30000,Petrol
Datsun,Datsun GO A,2017,270000,110000,Petrol
Hyundai,Hyundai Xcent 1.1,2014,290000,90000,Diesel
Mini,Mini 3 DOOR,2017,3450000,40000,Petrol
Hyundai,Hyundai Venue SX,2020,950000,60000,Diesel
Maruti,Maruti Vitara Brezza,2017,700000,80000,Diesel
Maruti,Maruti Alto LXi,2009,120000,110000,Petrol
Volvo,Volvo XC60 D5,2019,5450000,34000,Diesel
Maruti,Maruti Swift Dzire,2021,650000,35000,Petrol
Toyota,Toyota Etios Cross,2019,550000,60000,Petrol
Hyundai,Hyundai Grand i10,2017,400000,90000,Petrol
Land,Land Rover Discovery,2020,4875000,38000,Diesel
Hyundai,Hyundai Santro Xing,2010,105000,70000,Petrol
Hyundai,Hyundai i10 Sportz,2011,180000,111408,Petrol
Ford,Ford Ecosport 1.0,2013,313000,70000,Petrol
Maruti,Maruti Celerio VXI,2015,204999,80000,Petrol
Maruti,Maruti Vitara Brezza,2017,680000,80000,Diesel
Mercedes-Benz,Mercedes-Benz S-Class S,2022,177000,1400,Diesel
Hyundai,Hyundai EON Magna,2014,195000,60000,Petrol
Renault,Renault KWID Climber,2019,300000,15000,Petrol
Hyundai,Hyundai Xcent 1.2,2019,465000,90000,Petrol
Hyundai,Hyundai Creta E,2020,1085000,56040,Diesel
Maruti,Maruti Ertiga VXI,2021,849000,69305,Petrol
Ford,Ford Figo Petrol,2014,235000,66974,Petrol
Tata,Tata Indigo LX,2014,140000,227904,Diesel
Mahindra,Mahindra Scorpio S11,2021,1711000,40670,Diesel
Hyundai,Hyundai Santro Magna,2020,436000,17535,Petrol
Maruti,Maruti SX4 S,2018,750000,80243,Diesel
Tata,Tata Indigo VX,2014,202000,61549,Diesel
Maruti,Maruti Alto 800,2014,170000,89345,Petrol
Mahindra,Mahindra Scorpio S9,2019,1303000,95790,Diesel
Maruti,Maruti Swift VDI,2015,425000,77173,Diesel
Toyota,Toyota Fortuner 4x4,2013,1175000,169917,Diesel
Honda,Honda Brio VX,2015,337000,46224,Petrol
Nissan,Nissan Micra Active,2017,396000,23947,Petrol
Honda,Honda Civic 1.8,2008,180000,50546,Petrol
Honda,Honda Amaze S,2015,320000,61229,Petrol
Hyundai,Hyundai i10 Magna,2011,176000,85122,LPG
Toyota,Toyota Innova 2.5,2014,718000,46286,Diesel
Maruti,Maruti Baleno Sigma,2020,587000,8110,Petrol
Fiat,Fiat Grande Punto,2015,218000,64712,Petrol
Renault,Renault KWID Climber,2017,297000,52698,Petrol
Hyundai,Hyundai Grand i10,2016,290000,120797,Diesel
Hyundai,Hyundai EON Era,2017,268000,39109,Petrol
Hyundai,Hyundai i10 Era,2009,149000,21046,Petrol
Maruti,Maruti Wagon R,2014,263000,34794,Petrol
Renault,Renault KWID RXT,2018,305000,33614,Petrol
Maruti,Maruti Ciaz Zeta,2022,950000,9630,Petrol
Maruti,Maruti Alto LXi,2011,110000,72153,Petrol
Toyota,Toyota Platinum Etios,2019,565000,78172,Diesel
Honda,Honda City i-DTEC,2018,792000,64313,Diesel
Mahindra,Mahindra XUV500 W11,2020,1562000,74787,Diesel
Maruti,Maruti Swift Dzire,2019,671000,92045,Diesel
Jeep,Jeep Compass 2.0,2018,1203000,48259,Diesel
Maruti,Maruti Ertiga VXI,2019,741000,21197,Petrol
Toyota,Toyota Etios VD,2012,340000,13814,Diesel
Maruti,Maruti Baleno 1.3,2015,454000,85890,Diesel
Maruti,Maruti Wagon R,2010,133000,101935,Petrol
Hyundai,Hyundai EON Era,2018,283000,26012,Petrol
Honda,Honda City V,2012,313000,117699,Petrol
MG,MG Hector Hybrid,2021,1807000,31437,Petrol
Tata,Tata Nano Twist,2015,144000,14458,Petrol
Renault,Renault Triber RXL,2019,501999,55744,Petrol
Honda,Honda City i,2015,545000,10411,Petrol
Maruti,Maruti Swift Dzire,2019,611000,43627,Petrol
Renault,Renault KWID 1.0,2017,235000,31306,Petrol
Toyota,Toyota Innova 2.5,2015,653000,308768,Diesel
Mahindra,Mahindra XUV500 W7,2018,1235000,55209,Diesel
Datsun,Datsun GO Plus,2017,304000,18732,Petrol
Hyundai,Hyundai Grand i10,2021,741000,30273,Cng
BMW,BMW X4 M,2019,5650000,29000,Diesel
Hyundai,Hyundai Grand i10,2018,462000,47841,Petrol
Maruti,Maruti Ertiga VXI,2020,849000,3707,Petrol
Honda,Honda Amaze S,2016,379000,104596,Petrol
Hyundai,Hyundai i10 Sportz,2013,263000,60162,Petrol
Hyundai,Hyundai Creta 1.6,2015,780000,72434,Petrol
Maruti,Maruti Swift VDI,2012,270000,96906,Diesel
Renault,Renault KWID 1.0,2020,445000,4603,Petrol
Maruti,Maruti Swift VDI,2014,370000,63740,Diesel
Renault,Renault KWID RXT,2016,249000,53827,Petrol
Kia,Kia Sonet HTX,2021,1036999,13997,Petrol
Toyota,Toyota Fortuner 2.8,2017,1980000,120949,Diesel
Honda,Honda City i,2017,644000,42189,Petrol
Hyundai,Hyundai i20 1.4,2012,283000,34341,Diesel
Hyundai,Hyundai Grand i10,2020,659000,18881,Petrol
Maruti,Maruti Vitara Brezza,2019,750000,26201,Diesel
Hyundai,Hyundai i10 Sportz,2014,248000,107263,Petrol
Mahindra,Mahindra Bolero Power,2017,613000,58245,Diesel
Maruti,Maruti Swift VDI,2015,425000,51755,Diesel
Maruti,Maruti XL6 Zeta,2020,953999,84284,Petrol
Maruti,Maruti Wagon R,2015,276000,94087,Petrol
Ford,Ford Fiesta Petrol,2011,278000,56292,Petrol
Toyota,Toyota Fortuner 2.8,2020,2932000,91604,Diesel
Tata,Tata Zest Revotron,2015,266000,56290,Petrol
Mahindra,Mahindra XUV500 W8,2015,601000,41086,Diesel
Maruti,Maruti Alto K10,2016,260000,38137,Petrol
Toyota,Toyota Innova Crysta,2022,2216000,11724,Diesel
Tata,Tata Safari Storme,2016,529000,111023,Diesel
Chevrolet,Chevrolet Sail Hatchback,2013,254000,63936,Diesel
Toyota,Toyota Etios GD,2013,296000,229289,Diesel
Hyundai,Hyundai i20 1.2,2017,563000,21292,Petrol
Hyundai,Hyundai Grand i10,2016,348000,99561,Diesel
Ford,Ford Endeavour 2.2,2016,1338000,103066,Diesel
Renault,Renault Duster 110PS,2014,362000,102141,Diesel
Ford,Ford Ecosport 1.5,2017,635000,49320,Petrol
Tata,Tata Indigo LX,2015,172000,43239,Diesel
Tata,Tata Indigo Emax,2017,247000,112051,Cng
Maruti,Maruti Celerio ZXI,2017,346000,7999,Petrol
Ford,Ford Ecosport 1.5,2013,381000,86269,Diesel
Maruti,Maruti Alto LXi,2010,120000,15166,Petrol
Tata,Tata Tigor EV,2019,631000,25882,Electric
Honda,Honda City 1.5,2009,269000,57209,Petrol
Volkswagen,Volkswagen CrossPolo 1.2,2013,338000,94848,Diesel
Mercedes-Benz,Mercedes-Benz G G63,2017,152000,47000,Petrol
Hyundai,Hyundai Xcent 1.2,2018,479000,9669,Petrol
Porsche,Porsche Panamera GTS,2019,175000,10000,Petrol
Hyundai,Hyundai Verna 1.6,2014,411000,111246,Diesel
Mercedes-Benz,Mercedes-Benz E-Class Exclusive,2017,4400000,44000,Diesel
Maruti,Maruti Wagon R,2010,143000,55118,Petrol
Mercedes-Benz,Mercedes-Benz E-Class Exclusive,2017,4350000,39000,Diesel
Tata,Tata Harrier XT,2021,1191000,128924,Diesel
Maruti,Maruti Wagon R,2010,106000,55842,Petrol
Mercedes-Benz,Mercedes-Benz GLC 200,2020,5650000,32000,Petrol
Hyundai,Hyundai i20 1.4,2012,285000,96732,Diesel
Hyundai,Hyundai Grand i10,2014,333000,38370,Petrol
Toyota,Toyota Innova Crysta,2017,906000,126401,Diesel
Hyundai,Hyundai i20 Active,2017,513999,44357,Petrol
Maruti,Maruti Wagon R,2013,223000,60545,Petrol
Hyundai,Hyundai Verna 1.6,2012,317000,132004,Diesel
Kia,Kia Seltos HTK,2021,1325000,7000,Diesel
Maruti,Maruti Vitara Brezza,2019,805000,36096,Diesel
Maruti,Maruti Wagon R,2021,523000,9264,Petrol
Hyundai,Hyundai Grand i10,2013,258000,112870,Petrol
Hyundai,Hyundai Xcent 1.1,2014,297000,56522,Diesel
Mahindra,Mahindra Scorpio S11,2018,1251000,74206,Diesel
Maruti,Maruti Swift Dzire,2018,665000,70000,Diesel
Hyundai,Hyundai i20 1.2,2018,563000,50924,Petrol
Toyota,Toyota Innova 2.5,2015,774000,55681,Diesel
Tata,Tata Nexon 1.2,2019,646000,13308,Petrol
Maruti,Maruti Zen Estilo,2011,167000,27420,Petrol
Toyota,Toyota Innova Crysta,2018,1505000,143696,Diesel
Tata,Tata Tiago 1.05,2017,374000,117792,Diesel
Maruti,Maruti Swift Dzire,2017,519000,47131,Petrol
Maruti,Maruti Wagon R,2012,195000,104155,Cng
Maruti,Maruti A-Star Lxi,2011,160000,54573,Petrol
Maruti,Maruti Baleno 1.3,2019,588000,84143,Diesel
Land,Land Rover Discovery,2019,4800000,46000,Diesel
Audi,Audi Q8 55,2021,102000,28000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class C300,2019,6800000,30000,Petrol
Mercedes-Benz,Mercedes-Benz V-Class Exclusive,2019,5900000,47000,Diesel
Ford,Ford Ecosport Titanium,2021,735000,46029,Diesel
Toyota,Toyota Innova 2.5,2016,780000,205479,Diesel
Tata,Tata Nexon XMA,2020,999000,39353,Petrol
Audi,Audi Q7 4.2,2011,1726000,80087,Diesel
Kia,Kia Sonet HTX,2021,1062000,14067,Petrol
Maruti,Maruti Baleno Delta,2021,669000,13341,Petrol
Hyundai,Hyundai i20 Active,2017,574000,59326,Diesel
Maruti,Maruti Swift VDI,2014,351000,71093,Diesel
Toyota,Toyota Fortuner 2.8,2018,3200000,94000,Diesel
Mercedes-Benz,Mercedes-Benz E-Class Exclusive,2021,7475000,13000,Diesel
Maruti,Maruti Ertiga ZXI,2019,946000,29267,Petrol
Maruti,Maruti Swift Dzire,2019,716000,9695,Petrol
Toyota,Toyota Corolla Altis,2016,883000,49470,Petrol
Volkswagen,Volkswagen Vento 1.2,2016,731000,27334,Petrol
Maruti,Maruti Alto 800,2016,268000,35275,Petrol
Jeep,Jeep Compass 2.0,2020,2213000,32365,Diesel
Tata,Tata Hexa XT,2017,1021000,57366,Diesel
Tata,Tata Altroz XZ,2020,730000,30972,Petrol
Jeep,Jeep Compass 2.0,2018,1178000,63641,Diesel
Hyundai,Hyundai Grand i10,2018,520000,36171,Diesel
Honda,Honda City i-VTEC,2017,950000,33851,Petrol
Honda,Honda City i,2015,608000,73414,Petrol
Tata,Tata Tiago 1.2,2017,430999,65938,Petrol
MG,MG Hector Sharp,2020,1730000,27122,Diesel
Maruti,Maruti Baleno 1.3,2017,555000,73994,Diesel
Tata,Tata Safari Storme,2016,769000,65779,Diesel
Maruti,Maruti Ertiga BSIV,2018,786000,51239,Petrol
Mahindra,Mahindra KUV 100,2017,366000,70222,Petrol
Maruti,Maruti Alto 800,2021,412000,3415,Petrol
Nissan,Nissan Terrano XL,2014,420000,110000,Diesel
Honda,Honda City 1.5,2008,200000,80000,Petrol
Mahindra,Mahindra Bolero Power,2017,600000,150000,Diesel
Hyundai,Hyundai i20 Asta,2015,540000,97000,Diesel
Hyundai,Hyundai i10 Era,2009,225000,80000,Petrol
Hyundai,Hyundai i10 Era,2011,180000,25000,Petrol
Volkswagen,Volkswagen Polo Diesel,2012,270000,60000,Diesel
Tata,Tata New Safari,2013,325000,80000,Diesel
Chevrolet,Chevrolet Beat LS,2017,195000,100000,Petrol
Maruti,Maruti Swift Dzire,2015,459999,30000,Diesel
Porsche,Porsche Cayenne Diesel,2011,2200000,120000,Diesel
Maruti,Maruti Swift VXI,2011,210000,110000,Petrol
Toyota,Toyota Innova 2.5,2013,550000,120000,Diesel
Tata,Tata Indica eV2,2016,112999,110000,Diesel
BMW,BMW X5 xDrive,2014,2000000,150000,Diesel
Maruti,Maruti Swift Dzire,2016,560000,80000,Diesel
Hyundai,Hyundai Xcent 1.2,2019,394000,10000,Petrol
Renault,Renault Duster 110PS,2015,400000,120000,Diesel
Maruti,Maruti Wagon R,2022,560000,5000,Petrol
BMW,BMW 5 Series,2012,900000,90000,Petrol
Mahindra,Mahindra Thar LX,2020,1375000,20000,Petrol
Maruti,Maruti Swift VDI,2010,235000,100000,Diesel
Hyundai,Hyundai Verna 1.6,2013,365000,120000,Diesel
Honda,Honda City 1.5,2005,130000,90000,Petrol
Maruti,Maruti Swift VXI,2017,550000,50000,Petrol
Maruti,Maruti Ritz VDi,2014,300000,90000,Diesel
Hyundai,Hyundai Santro Magna,2021,400000,3700,Petrol
Maruti,Maruti Ciaz Zeta,2020,900000,15000,Petrol
Hyundai,Hyundai Santro Era,2019,425000,20000,Petrol
Mahindra,Mahindra XUV500 W8,2013,630000,120000,Diesel
Tata,Tata Zest Revotron,2016,340000,60000,Petrol
Honda,Honda City 1.5,2011,254999,60000,Petrol
Chevrolet,Chevrolet Cruze LTZ,2016,480000,40000,Diesel
Hyundai,Hyundai Verna 1.6,2011,290000,110000,Diesel
Hyundai,Hyundai i10 Sportz,2011,210000,70000,Petrol
Skoda,Skoda Superb 1.8,2011,300000,110000,Petrol
Maruti,Maruti Swift VDI,2010,190000,70000,Diesel
Ford,Ford Figo Diesel,2011,100000,80000,Diesel
Toyota,Toyota Fortuner 4x2,2015,1270000,110000,Diesel
Mahindra,Mahindra XUV500 W8,2013,700000,60000,Diesel
Maruti,Maruti Alto K10,2016,285000,70000,Petrol
Honda,Honda City 1.5,2009,213000,110000,Petrol
Skoda,Skoda New Laura,2007,150000,120000,Diesel
Tata,Tata Hexa XTA,2018,1080000,80000,Diesel
Volkswagen,Volkswagen Ameo 1.5,2018,535000,50000,Diesel
Tata,Tata New Safari,2021,2064999,35000,Diesel
Hyundai,Hyundai Verna VTVT,2019,875000,60000,Petrol
Nissan,Nissan Micra Diesel,2013,266000,110000,Diesel
Maruti,Maruti Alto LX,2009,125000,135000,Petrol
Mahindra,Mahindra XUV500 W8,2013,525000,90000,Diesel
Honda,Honda Brio S,2013,270000,67000,Petrol
Honda,Honda Amaze EX,2014,250000,90000,Diesel
Mahindra,Mahindra Bolero Pik,2019,690000,300000,Diesel
Maruti,Maruti Alto LXi,2008,135000,50000,Petrol
Isuzu,Isuzu D-Max S,2022,776000,5000,Diesel
Maruti,Maruti Swift Dzire,2014,425000,100000,Diesel
Mahindra,Mahindra Bolero SLE,2011,300000,110000,Diesel
Maruti,Maruti Swift Dzire,2009,160000,80000,Petrol
Hyundai,Hyundai Creta 1.4,2017,800000,78000,Diesel
Maruti,Maruti Swift VXi,2008,120000,90000,Petrol
BMW,BMW 3 Series,2007,375000,100000,Diesel
Mahindra,Mahindra Verito Vibe,2013,200000,136000,Diesel
Honda,Honda CR-V MT,2012,650000,136000,Petrol
Maruti,Maruti Alto K10,2018,325000,40000,Petrol
Volkswagen,Volkswagen Polo 1.5,2015,365000,110000,Diesel
Hyundai,Hyundai i20 Sportz,2014,310000,70000,Diesel
Maruti,Maruti SX4 Zxi,2007,120000,90000,Petrol
Maruti,Maruti Celerio VXI,2016,335000,60000,Petrol
Audi,Audi Q3 35,2014,1250000,40000,Diesel
Hyundai,Hyundai Creta SX,2021,2000000,20000,Diesel
Maruti,Maruti Baleno Zeta,2021,710000,20000,Petrol
Renault,Renault KWID 1.0,2017,270000,35000,Petrol
BMW,BMW X1 sDrive,2011,800000,100000,Petrol
Maruti,Maruti Alto K10,2017,350000,25000,Petrol
Maruti,Maruti Swift VDI,2015,240000,60000,Diesel
Renault,Renault KWID 1.0,2017,309000,45095,Petrol
Toyota,Toyota Etios Liva,2011,204000,30056,Petrol
Tata,Tata Harrier XT,2021,1542000,32638,Diesel
Maruti,Maruti Ignis Sigma,2020,488999,21513,Petrol
Maruti,Maruti Swift Dzire,2015,387000,55325,Petrol
Maruti,Maruti Swift Dzire,2009,148000,163043,Diesel
Audi,Audi A4 2.0,2011,760000,117180,Diesel
Maruti,Maruti Swift VDI,2014,301000,156932,Diesel
Hyundai,Hyundai EON Magna,2013,184000,28508,Petrol
Audi,Audi Q7 3.0,2009,1102000,86594,Diesel
Skoda,Skoda Superb Elegance,2011,511000,61090,Petrol
Mahindra,Mahindra Scorpio SLE,2011,370000,295392,Diesel
Maruti,Maruti Swift LDI,2012,250000,84132,Diesel
Jeep,Jeep Compass 2.0,2017,1125000,99695,Diesel
Toyota,Toyota Innova 2.5,2014,751000,98234,Diesel
Maruti,Maruti Ciaz VXi,2016,524000,86523,Petrol
Hyundai,Hyundai i10 Sportz,2012,227000,76974,Petrol
Honda,Honda City 1.5,2008,213000,112308,Petrol
Maruti,Maruti Swift Dzire,2012,292000,42278,Petrol
Hyundai,Hyundai Creta 1.6,2016,828999,65308,Diesel
Toyota,Toyota Innova Crysta,2016,1499000,83519,Diesel
Renault,Renault Duster 110PS,2013,352000,133159,Diesel
Maruti,Maruti Ertiga CNG,2020,906000,55481,Cng
MG,MG Astor Super,2021,1227000,7046,Petrol
Kia,Kia Carnival Prestige,2021,2821000,9762,Diesel
MG,MG Hector Sharp,2021,1835000,12144,Petrol
Maruti,Maruti SX4 S,2017,686000,117585,Diesel
Ford,Ford Endeavour 2.5L,2014,646000,205129,Diesel
Mahindra,Mahindra Scorpio 1.99,2016,847000,53076,Diesel
Maruti,Maruti Celerio VXI,2018,428000,84346,Cng
Mahindra,Mahindra TUV 300,2015,501000,97865,Diesel
Maruti,Maruti Swift VDI,2010,206999,89807,Diesel
Maruti,Maruti Swift Dzire,2014,327000,99121,Diesel
Hyundai,Hyundai Grand i10,2016,360000,97497,Diesel
Honda,Honda City i,2014,428000,133384,Diesel
Audi,Audi A6 35,2012,1059000,94235,Diesel
Hyundai,Hyundai EON Magna,2015,246000,26995,Petrol
Hyundai,Hyundai i20 Asta,2015,493000,93763,Diesel
Hyundai,Hyundai Santa Fe,2015,938000,133491,Diesel
Volkswagen,Volkswagen Polo 1.5,2015,374000,73323,Diesel
Toyota,Toyota Etios Liva,2015,387000,141059,Diesel
Hyundai,Hyundai Verna 1.6,2011,289000,178989,Diesel
Maruti,Maruti Swift Dzire,2013,368000,129195,Diesel
Renault,Renault Duster 85PS,2013,316000,73331,Diesel
Maruti,Maruti Celerio VXI,2014,249000,75088,Petrol
Hyundai,Hyundai Grand i10,2015,323000,60609,Petrol
Renault,Renault KWID RXE,2015,219000,48448,Petrol
Ford,Ford Ecosport 1.5,2015,533000,112525,Diesel
Chevrolet,Chevrolet Cruze LT,2012,266000,97095,Diesel
Audi,Audi A4 2.0,2013,802999,114450,Diesel
Maruti,Maruti Swift VDI,2010,162000,177180,Diesel
Maruti,Maruti Wagon R,2016,259000,122702,Cng
BMW,BMW 3 Series,2010,519000,145228,Diesel
Maruti,Maruti Alto K10,2011,144000,11026,Petrol
MG,MG Hector Sharp,2022,1889000,5216,Diesel
Tata,Tata Sumo MKII,2011,278000,39732,Diesel
Maruti,Maruti Alto K10,2019,361000,26360,Petrol
Honda,Honda City V,2017,725000,55360,Petrol
Maruti,Maruti Swift Dzire,2015,297000,101417,Diesel
BMW,BMW 7 Series,2010,1297000,104033,Diesel
Maruti,Maruti Alto LX,2011,111000,73411,Petrol
Maruti,Maruti SX4 Zxi,2008,210000,19844,Petrol
Maruti,Maruti Swift VDI,2012,330000,107497,Diesel
Maruti,Maruti Ciaz Delta,2018,626000,86272,Petrol
Tata,Tata Hexa XT,2017,886000,82455,Diesel
Audi,Audi Q3 35,2019,2548000,40996,Diesel
Honda,Honda Amaze SX,2016,356000,182628,Diesel
Volkswagen,Volkswagen Polo Diesel,2011,192000,80615,Diesel
Honda,Honda City i,2015,529000,119391,Diesel
BMW,BMW 3 Series,2012,993000,169917,Diesel
Hyundai,Hyundai Verna CRDi,2020,1195000,28235,Diesel
Mercedes-Benz,Mercedes-Benz C-Class 220,2014,1136000,86063,Diesel
Toyota,Toyota Urban cruiser,2021,1072000,9711,Petrol
Maruti,Maruti Swift VXI,2015,362000,108590,Petrol
Hyundai,Hyundai Grand i10,2018,466000,51777,Petrol
Tata,Tata Nexon XM,2021,981000,19909,Diesel
Toyota,Toyota Innova 2.5,2014,631000,119363,Diesel
Maruti,Maruti Alto 800,2020,254999,46001,Cng
Honda,Honda City ZX,2022,1443000,2710,Petrol
Toyota,Toyota Innova Crysta,2020,1913000,46471,Diesel
Maruti,Maruti Swift Dzire,2020,641000,45893,Petrol
Maruti,Maruti Baleno 1.2,2017,476000,78178,Petrol
Honda,Honda Amaze E,2015,345000,89419,Petrol
Hyundai,Hyundai Grand i10,2016,393000,31750,Petrol
Volkswagen,Volkswagen Taigun 1.0,2021,1351000,5527,Petrol
Renault,Renault Duster 85PS,2016,509999,101376,Diesel
Hyundai,Hyundai i10 Era,2008,103000,102437,Petrol
Ford,Ford Fiesta 1.4,2008,141000,153367,Diesel
Hyundai,Hyundai EON Magna,2015,220000,92419,Petrol
Mahindra,Mahindra XUV500 W6,2013,463000,93764,Diesel
Mahindra,Mahindra XUV500 W10,2015,808000,61137,Diesel
Maruti,Maruti Baleno 1.2,2017,482000,21109,Petrol
Maruti,Maruti Swift Dzire,2012,314000,194803,Diesel
Tata,Tata Tiago 1.2,2016,334000,28392,Petrol
Ford,Ford Figo 1.5D,2018,436000,65892,Diesel
Maruti,Maruti Alto K10,2019,354000,13365,Petrol
